,,,,Labels After Replacement,,,,
989174057160634368,,,,IMFL,IMFL,IMFL,,IMFL
983816067964456960,,,,IRNE,IMFL,IRNE,,IRNE
989482955176280064,,,,IMFL,IMFL,IMFL,,IMFL
983769643016912896,,,,IRNE,IRNE,IRNE,,IRNE
1042036757125128193,,,,IRNE,IMFL,IRNE,,IRNE
978345951789305858,,,,IRNE,IRNE,IRNE,,IRNE
983162736111742976,,,,IMFL,IMFL,IMFL,,IMFL
984176485102751750,,,,IMFL,IMFL,IMFL,,IMFL
982119022308179973,,,,IMFL,IMFL,IMFL,,IMFL
1038828349223825409,,,,IRNE,IRNE,IRNE,,IRNE
983563712622743552,,,,IMFL,IMFL,IRNE,,IMFL
983021852460232704,,,,IMFL,IMFL,IMFL,,IMFL
1037335232603676678,,,,IMFL,IMFL,IMFL,,IMFL
983824696419418113,,,,IMFL,IMFL,IMFL,,IMFL
989799406760325120,,,,IMFL,IMFL,IMFL,,IMFL
982271492497948672,,,,IMFL,IMFL,IMFL,,IMFL
981287958245408773,,,,IMFL,IMFL,IMFL,,IMFL
1042085557990514688,,,,IMFL,IMFL,IMFL,,IMFL
981181200311226368,,,,IMFL,IMFL,IMFL,,IMFL
984064965085679616,,,,IMFL,IMFL,IMFL,,IMFL
990319803083710466,,,,IRNE,IRNE,IRNE,,IRNE
981146275562352641,,,,IMFL,IMFL,IMFL,,IMFL
1036992229930196993,,,,IMFL,IMFL,IMFL,,IMFL
983603252641107968,,,,IMFL,IMFL,IMFL,,IMFL
1042334550532284417,,,,IRNE,IRNE,IRNE,,IRNE
984523039164567552,,,,IMFL,IRNE,IMFL,,IMFL
988504356717846528,,,,IMFL,IRNE,IMFL,,IMFL
989178862159519744,,,,IMFL,IMFL,IMFL,,IMFL
1001536114497384455,,,,IMFL,IMFL,IMFL,,IMFL
1036598143192850433,,,,IRNE,IRNE,IRNE,,IRNE
982244098667986944,,,,IMFL,IMFL,IMFL,,IMFL
1003293274252238848,,,,IMFL,IMFL,IMFL,,IMFL
1044990270905962497,,,,IMFL,IMFL,IMFL,,IMFL
983693814698213376,,,,IMFL,IMFL,IMFL,,IMFL
1041425467495129089,,,,IMFL,IMFL,IMFL,,IMFL
983736734507823105,,,,IMFL,IMFL,IMFL,,IMFL
1037048662600376320,,,,IMFL,IMFL,IMFL,,IMFL
989532366988292096,,,,IMFL,IMFL,IMFL,,IMFL
1037736593325469696,,,,IMFL,IMFL,IMFL,,IMFL
989750757648842752,,,,IMFL,IRNE,IRNE,,IRNE
1042047354160009216,,,,IMFL,IMFL,IMFL,,IMFL
1045354458404802560,,,,IRNE,IRNE,IRNE,,IRNE
981187494493458432,,,,IMFL,IMFL,IMFL,,IMFL
1042081190331731968,,,,IMFL,IMFL,IMFL,,IMFL
991703319788875776,,,,IMFL,IMFL,IMFL,,IMFL
1036690311119032323,,,,IMFL,IMFL,IMFL,,IMFL
983805393192316928,,,,IRNE,IRNE,IRNE,,IRNE
1042146628025675777,,,,IRNE,IRNE,IRNE,,IRNE
1029486055605583873,,,,IRNE,IRNE,IRNE,,IRNE
1045371657970307072,,,,IRNE,IRNE,IRNE,,IRNE
983809276379648000,,,,IRNE,IRNE,IRNE,,IRNE
1000896774352097280,,,,IRNE,IRNE,IRNE,,IRNE
1036643531698434049,,,,IRNE,IRNE,IRNE,,IRNE
997940529450143744,,,,IMFL,IRNE,IMFL,,IMFL
1037402344344969219,,,,IRNE,IRNE,IRNE,,IRNE
1033710157954539521,,,,IRNE,IRNE,IRNE,,IRNE
1023585837244661760,,,,IRNE,IRNE,IRNE,,IRNE
1035541621226569730,,,,IRNE,IRNE,IRNE,,IRNE
992496669597097984,,,,IRNE,IRNE,IRNE,,IRNE
1043591809849536520,,,,IRNE,IRNE,IRNE,,IRNE
1029465239073513472,,,,IRNE,IRNE,IRNE,,IRNE
990608705770188802,,,,IRNE,IRNE,IRNE,,IRNE
1044874626323685376,,,,IRNE,IRNE,IRNE,,IRNE
1005464849659449344,,,,IMFL,IMFL,IMFL,,IMFL
1041423818500333568,,,,IRNE,IRNE,IRNE,,IRNE
1039038925598351360,,,,IRNE,IRNE,IRNE,,IRNE
1035666429721432064,,,,IRNE,IRNE,IRNE,,IRNE
1042794959601106945,,,,IRNE,IRNE,IRNE,,IRNE
1022585810103808000,,,,IRNE,IRNE,IRNE,,IRNE
1044976560611229707,,,,IMFL,IRNE,IRNE,,IRNE
1042543729805025281,,,,IRNE,IRNE,IRNE,,IRNE
1044600596949606400,,,,IRNE,IRNE,IRNE,,IRNE
1039266463788486657,,,,IMFL,IMFL,IMFL,,IMFL
1005544099015987200,,,,IRNE,IRNE,IRNE,,IRNE
983728039128387584,,,,IMFL,IMFL,IMFL,,IMFL
1038452589149532161,,,,IRNE,IRNE,IRNE,,IRNE
1042066729919242241,,,,IRNE,IRNE,IRNE,,IRNE
1036735153387851783,,,,IRNE,IRNE,IRNE,,IRNE
1014209634645598208,,,,IRNE,IRNE,IRNE,,IRNE
983785233794392065,,,,IMFL,IRNE,IRNE,,IRNE
1045350016527859713,,,,IRNE,IRNE,IRNE,,IRNE
1046154323854528513,,,,IRNE,IRNE,IRNE,,IRNE
997526825361461248,,,,IMFL,IMFL,IMFL,,IMFL
983715378621755392,,,,IMFL,IMFL,IMFL,,IMFL
1030125646389936129,,,,IRNE,IRNE,IRNE,,IRNE
1041402144925130757,,,,IRNE,IRNE,IRNE,,IRNE
977827875914174464,,,,IRNE,IRNE,IRNE,,IRNE
987802305230761985,,,,IRNE,IRNE,IRNE,,IRNE
983616178785570816,,,,IMFL,IMFL,IMFL,,IMFL
1031222047752560641,,,,IRNE,IRNE,IRNE,,IRNE
1039571074558689281,,,,IRNE,IRNE,IRNE,,IRNE
1038449991768047617,,,,IRNE,IRNE,IRNE,,IRNE
998283414431256576,,,,IMFL,IMFL,IMFL,,IMFL
1037411465186168832,,,,IRNE,IRNE,IRNE,,IRNE
1041214931981488129,,,,IRNE,IRNE,IRNE,,IRNE
970173048757334017,,,,IRNE,IMDS,IRNE,,IRNE
1037443161566658560,,,,IRNE,IRNE,IRNE,,IRNE
1039245909698269184,,,,IRNE,IRNE,IRNE,,IRNE
988411028907216896,,,,IMFL,IMFL,IMFL,,IMFL
1042102709929865216,,,,IMFL,IMFL,IMFL,,IMFL
983427449731059712,,,,IRNE,IRNE,IRNE,,IRNE
1035594053516177410,,,,IRNE,IRNE,IRNE,,IRNE
1039220314297827328,,,,IRNE,IRNE,IRNE,,IRNE
988766997214310400,,,,IMFL,IMFL,IMFL,,IMFL
1045482878585499648,,,,IRNE,IRNE,IRNE,,IRNE
1039560755367092224,,,,IRNE,IRNE,IRNE,,IRNE
1001556781988970499,,,,IRNE,IRNE,IRNE,,IRNE
1039879289603334145,,,,IRNE,IRNE,IRNE,,IRNE
990208794218172416,,,,IRNE,IRNE,IRNE,,IRNE
1041397571883814912,,,,IRNE,IRNE,IRNE,,IRNE
1037793163077984261,,,,IRNE,IRNE,IRNE,,IRNE
1042430984053039106,,,,IRNE,IRNE,IRNE,,IRNE
1037053658909892611,,,,IRNE,IRNE,IRNE,,IRNE
974641584464646144,,,,IRNE,IRNE,IRNE,,IRNE
1045819932028661761,,,,IRNE,IRNE,IRNE,,IRNE
1030121586077196288,,,,IRNE,IRNE,IRNE,,IRNE
1038447972110020609,,,,IRNE,IRNE,IRNE,,IRNE
1040645909024043009,,,,IRNE,IRNE,IRNE,,IRNE
982232969283710978,,,,IMFL,IMFL,IMFL,,IMFL
1036598254119608321,,,,IRNE,IRNE,IRNE,,IRNE
1037059428665712641,,,,IMFL,IMFL,IRNE,,IMFL
989441721720279040,,,,IMFL,IMFL,IMFL,,IMFL
1042412421816696832,,,,IMFL,IMFL,IMFL,,IMFL
1038006981963993088,,,,IMFL,IMFL,IMFL,,IMFL
1036585152825225216,,,,IRNE,IRNE,IRNE,,IRNE
1045371049452417026,,,,IRNE,IRNE,IRNE,,IRNE
983942653636239360,,,,IRNE,IRNE,IRNE,,IRNE
994354752157896704,,,,IRNE,IRNE,IRNE,,IRNE
1045340829571788801,,,,IMFL,IMFL,IMFL,,IMFL
1046163147990728705,,,,IRNE,IRNE,IRNE,,IRNE
990472868189409280,,,,IRNE,IRNE,IRNE,,IRNE
974746129274429446,,,,IMFL,IMFL,IMFL,,IMFL
980673876677070848,,,,IMFL,IMFL,IMFL,,IMFL
993566171306831873,,,,IMFL,IMFL,IMFL,,IMFL
1023599204806144000,,,,IMFL,IMFL,IMFL,,IMFL
991704926177898497,,,,IMFL,IMFL,IMFL,,IMFL
980112083953078272,,,,IMFL,IMFL,IMFL,,IMFL
979822483267379202,,,,IRNE,IRNE,IRNE,,IRNE
1046339093800660994,,,,IRNE,IRNE,IRNE,,IRNE
1038389157255622656,,,,IRNE,IRNE,IRNE,,IRNE
1033494362599116808,,,,IRNE,IRNE,IRNE,,IRNE
982972575088365568,,,,IMFL,IMFL,IMFL,,IMFL
970503314587770881,,,,IRNE,IRNE,IRNE,,IRNE
1045792779354411012,,,,IMFL,IRNE,IMFL,,IMFL
1037788491151814656,,,,IRNE,IRNE,IRNE,,IRNE
1045352925550252033,,,,IRNE,IRNE,IRNE,,IRNE
978345120864047105,,,,IRNE,IRNE,IRNE,,IRNE
1004760884508491776,,,,IRNE,IRNE,IRNE,,IRNE
1035611321671344133,,,,IRNE,IRNE,IRNE,,IRNE
991396032259993601,,,,IRNE,IRNE,IRNE,,IRNE
1037449286349475840,,,,IRNE,IRNE,IRNE,,IRNE
1045403665043992577,,,,IRNE,IRNE,IRNE,,IRNE
1037391667215650816,,,,IRNE,IRNE,IRNE,,IRNE
970401831238107137,,,,IRNE,IRNE,IRNE,,IRNE
1037419123553304577,,,,IRNE,IRNE,IRNE,,IRNE
1045273510476750848,,,,IMFL,IMFL,IMFL,,IMFL
1003100709322133506,,,,IRNE,IRNE,IRNE,,IRNE
1023924032113127424,,,,IRNE,IRNE,IRNE,,IRNE
1044923696861904896,,,,IRNE,IRNE,IRNE,,IRNE
998286724462776325,,,,IRNE,IRNE,IRNE,,IRNE
1033361496296894466,,,,IRNE,IRNE,IRNE,,IRNE
978221088583843841,,,,IRNE,IRNE,IRNE,,IRNE
1045357828079329280,,,,IRNE,IRNE,IRNE,,IRNE
1041413575330488323,,,,IRNE,IRNE,IRNE,,IRNE
1035233268470374400,,,,IRNE,IRNE,IRNE,,IRNE
1039856605209260034,,,,IRNE,IRNE,IRNE,,IRNE
1039237752150274050,,,,IRNE,IRNE,IRNE,,IRNE
982294064799330304,,,,IMFL,IMFL,IMFL,,IMFL
1034846129735835649,,,,IRNE,IRNE,IRNE,,IRNE
989588866217672705,,,,IRNE,IRNE,IRNE,,IRNE
1042101466868183042,,,,IMFL,IMFL,IMFL,,IMFL
992192705030746113,,,,IRNE,IRNE,IRNE,,IRNE
989148065750831106,,,,IMFL,IMFL,IMFL,,IMFL
1045419956458917891,,,,IRNE,IRNE,IRNE,,IRNE
1043965635435405312,,,,IMFL,IMFL,IMFL,,IMFL
1037418118602256386,,,,IRNE,IRNE,IRNE,,IRNE
1022539175504105472,,,,IRNE,IRNE,IRNE,,IRNE
1044970195352276992,,,,IMFL,IMFL,IMFL,,IMFL
1039068737486446592,,,,IRNE,IRNE,IRNE,,IRNE
1037472519035543552,,,,IRNE,IRNE,IRNE,,IRNE
1038458312252182528,,,,IRNE,IRNE,IRNE,,IRNE
1036569348184449026,,,,IRNE,IRNE,IRNE,,IRNE
982285114163060738,,,,IRNE,IRNE,IRNE,,IRNE
1039256929724518400,,,,IRNE,IRNE,IRNE,,IRNE
1001660458271637504,,,,IRNE,IRNE,IRNE,,IRNE
1037246286427291648,,,,IRNE,IRNE,IRNE,,IRNE
1001140594046095360,,,,IRNE,IRNE,IRNE,,IRNE
1037495148618412033,,,,IRNE,IRNE,IRNE,,IRNE
998989282848268288,,,,IRNE,IRNE,IRNE,,IRNE
1045492041432666114,,,,IRNE,IRNE,IRNE,,IRNE
1021882145776824320,,,,IRNE,IRNE,IRNE,,IRNE
990159076054192128,,,,IRNE,IRNE,IRNE,,IRNE
980470543781679105,,,,IMFL,IMFL,IMFL,,IMFL
977890070131814402,,,,IRNE,IRNE,IRNE,,IRNE
1042102594833997824,,,,IRNE,IRNE,IRNE,,IRNE
1044690935551012865,,,,IRNE,IRNE,IRNE,,IRNE
1041359063991427072,,,,IRNE,IRNE,IRNE,,IRNE
981600137679179776,,,,IRNE,IRNE,IRNE,,IRNE
1037403550081593345,,,,IRNE,IRNE,IRNE,,IRNE
1039554788940234753,,,,IRNE,IRNE,IRNE,,IRNE
1037395736055427072,,,,IRNE,IRNE,IRNE,,IRNE
1042143851237068805,,,,IRNE,IRNE,IRNE,,IRNE
1023963274520535040,,,,IRNE,IRNE,IRNE,,IRNE
991696025629986816,,,,IMFL,IMFL,IMFL,,IMFL
999372672504156161,,,,IRNE,IRNE,IRNE,,IRNE
984496371079278592,,,,IMFL,IMFL,IMFL,,IMFL
989584694856572929,,,,IRNE,IRNE,IRNE,,IRNE
1023626574594277376,,,,IMFL,IMFL,IMFL,,IMFL
1003309159700418560,,,,IRNE,IRNE,IRNE,,IRNE
1001445484358197248,,,,IRNE,IRNE,IRNE,,IRNE
991030743139799045,,,,IMFL,IMFL,IMFL,,IMFL
1033831710817964032,,,,IRNE,IRNE,IRNE,,IRNE
1042174851459502080,,,,IRNE,IRNE,IRNE,,IRNE
1042154980097122304,,,,IRNE,IRNE,IRNE,,IRNE
1044975646064209922,,,,IRNE,IRNE,IRNE,,IRNE
1037339176138694658,,,,IRNE,IRNE,IRNE,,IRNE
1037446009419427848,,,,IRNE,IRNE,IRNE,,IRNE
1038827754593177602,,,,IRNE,IRNE,IRNE,,IRNE
1039604665774743553,,,,IRNE,IRNE,IRNE,,IRNE
1044838427349458945,,,,IRNE,IRNE,IRNE,,IRNE
1038222311583899649,,,,IMFL,IMFL,IMFL,,IMFL
994365267022176256,,,,IRNE,IRNE,IRNE,,IRNE
1001048474736037890,,,,IRNE,IRNE,IRNE,,IRNE
1013838531335245825,,,,IRNE,IRNE,IRNE,,IRNE
990620801647988736,,,,IRNE,IRNE,IRNE,,IRNE
1037439251749761025,,,,IRNE,IRNE,IRNE,,IRNE
1038199753408958464,,,,IRNE,IRNE,IRNE,,IRNE
1023629796704702464,,,,IMFL,IMFL,IMFL,,IMFL
1037511794762440704,,,,IRNE,IRNE,IRNE,,IRNE
1046066799136198665,,,,IRNE,IRNE,IRNE,,IRNE
1042240710668369921,,,,IRNE,IRNE,IRNE,,IRNE
983987857978208258,,,,IRNE,IRNE,IRNE,,IRNE
994924639536275456,,,,IRNE,IRNE,IRNE,,IRNE
1038096505347956736,,,,IRNE,IRNE,IRNE,,IRNE
1037400469377896449,,,,IRNE,IRNE,IRNE,,IRNE
984189767494569989,,,,IRNE,IRNE,IRNE,,IRNE
997865637887270915,,,,IRNE,IRNE,IRNE,,IRNE
1041369743960301569,,,,IMFL,IMFL,IMFL,,IMFL
1044998422313361408,,,,IRNE,IRNE,IRNE,,IRNE
1037809392610107392,,,,IRNE,IRNE,IRNE,,IRNE
1046383266310352897,,,,IRNE,IRNE,IRNE,,IRNE
1037346073482862592,,,,IRNE,IRNE,IRNE,,IRNE
984114762584936448,,,,IMFL,IMFL,IMFL,,IMFL
1014502606922833921,,,,IMFL,IMFL,IRNE,,IMFL
1039587565731540992,,,,IRNE,IRNE,IRNE,,IRNE
1044583965242253319,,,,IRNE,IRNE,IRNE,,IRNE
1045288152926236673,,,,IRNE,IRNE,IRNE,,IRNE
1022598491300933632,,,,IRNE,IRNE,IRNE,,IRNE
1044609630108889088,,,,IRNE,IRNE,IRNE,,IRNE
993433862536617984,,,,IMFL,IMFL,IMFL,,IMFL
1039234960320815104,,,,IRNE,IRNE,IRNE,,IRNE
988039291078172673,,,,IRNE,IRNE,IRNE,,IRNE
1045763205870571521,,,,IRNE,IRNE,IRNE,,IRNE
1043839582389850112,,,,IRNE,IRNE,IRNE,,IRNE
1039432902470234112,,,,IRNE,IRNE,IRNE,,IRNE
1039672264176926720,,,,IRNE,IRNE,IRNE,,IRNE
981175252276449281,,,,IMFL,IMFL,IMFL,,IMFL
1037773861595611136,,,,IMFL,IMFL,IMFL,,IMFL
1039211364525326336,,,,IRNE,IRNE,IRNE,,IRNE
983657200039145472,,,,IMFL,IMFL,IMFL,,IMFL
1044972744184680448,,,,IRNE,IRNE,IRNE,,IRNE
1042204566543130629,,,,IRNE,IRNE,IRNE,,IRNE
980204334754533376,,,,IRNE,IRNE,IRNE,,IRNE
984302338033750016,,,,IRNE,IRNE,IRNE,,IRNE
1003202533412818945,,,,IRNE,IRNE,IRNE,,IRNE
1037388867123462144,,,,IRNE,IRNE,IRNE,,IRNE
1046454619436720129,,,,IRNE,IRNE,IRNE,,IRNE
1034928120539897856,,,,IRNE,IRNE,IRNE,,IRNE
1045072744193445888,,,,IRNE,IRNE,IRNE,,IRNE
1037599981895655425,,,,IRNE,IRNE,IRNE,,IRNE
1035231158940909569,,,,IMFL,IMFL,IMFL,,IMFL
1039206436167999489,,,,IRNE,IRNE,IRNE,,IRNE
988134070042447872,,,,IRNE,IRNE,IRNE,,IRNE
1045472807700828160,,,,IRNE,IRNE,IRNE,,IRNE
989483987163865089,,,,IMFL,IRNE,IRNE,,IRNE
1037658045420118016,,,,IRNE,IRNE,IRNE,,IRNE
1037299547209441280,,,,IMFL,IMFL,IMFL,,IMFL
999921005727334401,,,,IRNE,IRNE,IRNE,,IRNE
991676500041662465,,,,IMFL,IMFL,IMFL,,IMFL
983613832626139137,,,,IMFL,IMFL,IMFL,,IMFL
1031217059592466432,,,,IMFL,IMFL,IMFL,,IMFL
1045421411358179329,,,,IRNE,IRNE,IRNE,,IRNE
1039234667017322498,,,,IRNE,IRNE,IRNE,,IRNE
989586971579297798,,,,IMFL,IMFL,IMFL,,IMFL
1046532845332828160,,,,IRNE,IRNE,IRNE,,IRNE
1045779089330761728,,,,IRNE,IRNE,IRNE,,IRNE
1044982272171155456,,,,IRNE,IRNE,IRNE,,IRNE
1037400127470817280,,,,IRNE,IRNE,IRNE,,IRNE
990344618742026240,,,,IRNE,IRNE,IRNE,,IRNE
1036618261813768192,,,,IRNE,IRNE,IRNE,,IRNE
1014553276728176646,,,,IMFL,IMFL,IMFL,,IMFL
979616741289549825,,,,IRNE,IRNE,IRNE,,IRNE
981159500269871104,,,,IRNE,IRNE,IRNE,,IRNE
1029374463576600576,,,,IRNE,IRNE,IRNE,,IRNE
1023630387157913600,,,,IRNE,IRNE,IRNE,,IRNE
1037829993378734080,,,,IRNE,IRNE,IRNE,,IRNE
1037325576615473152,,,,IRNE,IRNE,IRNE,,IRNE
1039408260825210880,,,,IRNE,IRNE,IRNE,,IRNE
998618279500500992,,,,IMFL,IMFL,IMFL,,IMFL
1035638717678059521,,,,IRNE,IRNE,IRNE,,IRNE
1043865255775010816,,,,IRNE,IRNE,IRNE,,IRNE
970030764418093056,,,,IRNE,IRNE,IRNE,,IRNE
1031243768824061954,,,,IRNE,IRNE,IRNE,,IRNE
1039857939685761025,,,,IRNE,IRNE,IRNE,,IRNE
981270510955843586,,,,IMFL,IRNE,IMFL,,IMFL
989110740421369858,,,,IMFL,IMFL,IMFL,,IMFL
1005857999628402689,,,,IMFL,IMFL,IMFL,,IMFL
1006305896241213441,,,,IRNE,IRNE,IRNE,,IRNE
1041325990033739776,,,,IRNE,IRNE,IRNE,,IRNE
1000853415386370054,,,,IMFL,IRNE,IMFL,,IMFL
1031219924021207040,,,,IMFL,IMFL,IMFL,,IMFL
1046096706377519105,,,,IRNE,IRNE,IRNE,,IRNE
1014552913098760192,,,,IRNE,IRNE,IRNE,,IRNE
1003323034307047424,,,,IRNE,IRNE,IRNE,,IRNE
1022491924551360514,,,,IRNE,IRNE,IRNE,,IRNE
1037377264500047872,,,,IRNE,IRNE,IRNE,,IRNE
1042062523476987905,,,,IMFL,IMFL,IMFL,,IMFL
1042309123612844032,,,,IRNE,IMFL,IRNE,,IRNE
989850830777061383,,,,IMFL,IMFL,IMFL,,IMFL
1037425168241635333,,,,IRNE,IRNE,IRNE,,IRNE
1001259771234865152,,,,IRNE,IRNE,IRNE,,IRNE
1021809595382153217,,,,IRNE,IRNE,IRNE,,IRNE
1037398465540771845,,,,IRNE,IRNE,IRNE,,IRNE
1023586935275704325,,,,IRNE,IRNE,IRNE,,IRNE
1037413436563628033,,,,IRNE,IRNE,IRNE,,IRNE
989131557599367168,,,,IMFL,IMFL,IMFL,,IMFL
990474681831645184,,,,IRNE,IRNE,IRNE,,IRNE
1033118638138642432,,,,IRNE,IRNE,IRNE,,IRNE
990436619865001984,,,,IRNE,IRNE,IRNE,,IRNE
1001121154076151808,,,,IRNE,IRNE,IRNE,,IRNE
1036640398758871040,,,,IMFL,IMFL,IMFL,,IMFL
1031372112676745216,,,,IRNE,IRNE,IRNE,,IRNE
1046540429267795970,,,,IRNE,IRNE,IRNE,,IRNE
1037252946168307712,,,,IRNE,IRNE,IRNE,,IRNE
988008599359238144,,,,IRNE,IMFL,IRNE,,IRNE
980452073962688513,,,,IRNE,IRNE,IRNE,,IRNE
998955460958007296,,,,IMFL,IMFL,IMFL,,IMFL
1035572524577443840,,,,IMFL,IMFL,IMFL,,IMFL
1045325811228782595,,,,IRNE,IRNE,IRNE,,IRNE
1037458830010077185,,,,IRNE,IRNE,IRNE,,IRNE
1042522230964535296,,,,IRNE,IRNE,IRNE,,IRNE
1046429806974423040,,,,IRNE,IRNE,IRNE,,IRNE
1044679544941236231,,,,IRNE,IRNE,IRNE,,IRNE
1045042672904343558,,,,IRNE,IRNE,IRNE,,IRNE
1043546853315358722,,,,IRNE,IRNE,IRNE,,IRNE
981984526221135875,,,,IMFL,IMFL,IMFL,,IMFL
1041437056109563904,,,,IRNE,IRNE,IRNE,,IRNE
1042114770030219266,,,,IRNE,IRNE,IRNE,,IRNE
983032998575656961,,,,IMFL,IMFL,IMFL,,IMFL
1044911740301979648,,,,IRNE,IRNE,IRNE,,IRNE
998593192244269056,,,,IMFL,IMFL,IMFL,,IMFL
989806557264273408,,,,IRNE,IRNE,IRNE,,IRNE
1042324422143696897,,,,IRNE,IRNE,IRNE,,IRNE
970637938999595009,,,,IRNE,IRNE,IRNE,,IRNE
998794384723316736,,,,IMFL,IMFL,IMFL,,IMFL
984241861480124416,,,,IMFL,IMFL,IMFL,,IMFL
1000208139373998080,,,,IMFL,IMFL,IMFL,,IMFL
979318040792829952,,,,IRNE,IRNE,IRNE,,IRNE
970397696233177088,,,,IRNE,IRNE,IRNE,,IRNE
1003096004412018690,,,,IRNE,IRNE,IRNE,,IRNE
1038485422383484929,,,,IRNE,IRNE,IRNE,,IRNE
1001009995645882368,,,,IMFL,IMFL,IMFL,,IMFL
1038454267709927426,,,,IMFL,IMFL,IMFL,,IMFL
989504652386369536,,,,IMFL,IMFL,IMFL,,IMFL
998582765057589248,,,,IMFL,IMFL,IMFL,,IMFL
982286114156408832,,,,IMFL,IMFL,IMFL,,IMFL
1046429436139229185,,,,IMFL,IMFL,IMFL,,IMFL
1038142482566078466,,,,IRNE,IRNE,IRNE,,IRNE
991707013892669440,,,,IMFL,IMFL,IMFL,,IMFL
980098109245214721,,,,IMFL,IMFL,IMFL,,IMFL
970360778762215424,,,,IMFL,IMFL,IMFL,,IMFL
1044980846116122626,,,,IMFL,IMFL,IMFL,,IMFL
1037442172545576960,,,,IMFL,IMFL,IMFL,,IMFL
981131238034628608,,,,IMFL,IMFL,IMFL,,IMFL
1039574136803213312,,,,IRNE,IRNE,IRNE,,IRNE
1022594942609305603,,,,IMFL,IMFL,IMFL,,IMFL
983390304471584768,,,,IRNE,IRNE,IRNE,,IRNE
998972045487755264,,,,IMFL,IMFL,IMFL,,IMFL
998593767354531840,,,,IMFL,IMFL,IMFL,,IMFL
1001146581335379973,,,,IMFL,IMFL,IMFL,,IMFL
1041330242529488896,,,,IRNE,IRNE,IRNE,,IRNE
1036648356456685568,,,,IRNE,IRNE,IRNE,,IRNE
1044977226662465536,,,,IRNE,IRNE,IRNE,,IRNE
1042513136673349632,,,,IMFL,IMFL,IMFL,,IMFL
1042132557305921541,,,,IMFL,IMFL,IMFL,,IMFL
1040977700817653762,,,,IMFL,IMFL,IMFL,,IMFL
984184110951354373,,,,IMFL,IMFL,IMFL,,IMFL
991773172264570880,,,,IMFL,IMFL,IMFL,,IMFL
1045680095703240704,,,,IRNE,IRNE,IRNE,,IRNE
1001223727114342400,,,,IRNE,IRNE,IRNE,,IRNE
981555595131129861,,,,IMFL,IMFL,IMFL,,IMFL
1004165800616480769,,,,IRNE,IRNE,IRNE,,IRNE
1039206136170405889,,,,IRNE,IRNE,IRNE,,IRNE
1029176964534415362,,,,IRNE,IRNE,IRNE,,IRNE
1031219969164562432,,,,IRNE,IMFL,IMFL,,IMFL
1039090455584096256,,,,IRNE,IRNE,IRNE,,IRNE
1001930155533701120,,,,IRNE,IRNE,IRNE,,IRNE
1039265366176931841,,,,IRNE,IRNE,IRNE,,IRNE
989819982547685377,,,,IRNE,IRNE,IRNE,,IRNE
979807420133314564,,,,IRNE,IRNE,IRNE,,IRNE
1037075197139058689,,,,IRNE,IRNE,IRNE,,IRNE
974751769321451528,,,,IRNE,IRNE,IRNE,,IRNE
1004887178365816832,,,,IRNE,IRNE,IRNE,,IRNE
1039225775692689409,,,,IRNE,IRNE,IRNE,,IRNE
1006296501759377414,,,,IRNE,IRNE,IRNE,,IRNE
1039545515011198977,,,,IMFL,IMFL,IMFL,,IMFL
1045335622976786432,,,,IRNE,IRNE,IRNE,,IRNE
1037862227058020352,,,,IRNE,IRNE,IRNE,,IRNE
1039565365725016064,,,,IRNE,IRNE,IRNE,,IRNE
1001479049003327488,,,,IMFL,IMFL,IMFL,,IMFL
1028700387065454592,,,,IRNE,IRNE,IRNE,,IRNE
989795416442011648,,,,IRNE,IRNE,IRNE,,IRNE
1003102146492067847,,,,IRNE,IRNE,IRNE,,IRNE
983030338116116482,,,,IMFL,IMFL,IMFL,,IMFL
981822427150897152,,,,IRNE,IRNE,IRNE,,IRNE
1038241723028262912,,,,IRNE,IRNE,IRNE,,IRNE
1046530056863010822,,,,IRNE,IRNE,IRNE,,IRNE
1044974728740515841,,,,IMFL,IMFL,IMFL,,IMFL
998599340313796613,,,,IRNE,IRNE,IRNE,,IRNE
1041305036205305858,,,,IRNE,IRNE,IRNE,,IRNE
1023581577769611264,,,,IMFL,IMFL,IMFL,,IMFL
1046467910938624000,,,,IMFL,IRNE,IMFL,,IMFL
1046148191710834690,,,,IRNE,IRNE,IRNE,,IRNE
998193930280865792,,,,IRNE,IRNE,IMFL,,IRNE
1033750744007102464,,,,IRNE,IRNE,IRNE,,IRNE
983621845076316160,,,,IMFL,IMFL,IMFL,,IMFL
1042170895723376642,,,,IMFL,IMFL,IMFL,,IMFL
1037465661394575360,,,,IRNE,IRNE,IRNE,,IRNE
1042285010227802112,,,,IRNE,IRNE,IRNE,,IRNE
982294922148663296,,,,IMFL,IRNE,IRNE,,IRNE
1023562887808397314,,,,IMFL,IMFL,IMFL,,IMFL
1042321096844996609,,,,IRNE,IRNE,IRNE,,IRNE
1039215170139107329,,,,IMFL,IMFL,IMFL,,IMFL
1023534514478477312,,,,IMFL,IMFL,IMFL,,IMFL
1031338193587765249,,,,IRNE,IRNE,IRNE,,IRNE
1044928537852096512,,,,IRNE,IRNE,IRNE,,IRNE
1044676012645249024,,,,IRNE,IRNE,IRNE,,IRNE
980842712751656960,,,,IMFL,IMFL,IMFL,,IMFL
1036630212979642371,,,,IRNE,IRNE,IRNE,,IRNE
1037401790302625792,,,,IMFL,IMFL,IMFL,,IMFL
1045360564342591490,,,,IRNE,IRNE,IRNE,,IRNE
