,,,,Labels Replacement,,,,
1003198998361051136,,,,IRNE,IRNE,IRNE,,IRNE
1003235263735304192,,,,IMAC,IMAC,IMAC,,IMAC
1003244915281874944,,,,IMAC,IMAC,IMAC,,IMAC
1005286204500250635,,,,IMAC,IMAC,IMAC,,IMAC
1005291453206220803,,,,IMAC,IMAC,IMAC,,IMAC
1005293571954696192,,,,IRNE,IRNE,IRNE,,IRNE
1005378554706714624,,,,IMAC,IMAC,IMAC,,IMAC
1005422172993609728,,,,IMAC,IMAC,IMAC,,IMAC
1005473551997161472,,,,IMAC,IMAC,IMAC,,IMAC
1005504373252919297,,,,IMAC,IMAC,IMAC,,IMAC
1005505685356937216,,,,IMAC,IMAC,IMAC,,IMAC
1005821937187196928,,,,IMAC,IMAC,IMAC,,IMAC
1005851559345967105,,,,IRNE,IRNE,IRNE,,IRNE
1005883297858244608,,,,IMAC,IMAC,IMAC,,IMAC
1005887559602302977,,,,IMAC,IMAC,IMAC,,IMAC
1005888779255779328,,,,IMAC,IMAC,IMAC,,IMAC
1005898113943592961,,,,IMAC,IMAC,IMAC,,IMAC
1005899492649000960,,,,IMAC,IMAC,IMAC,,IMAC
1005899605547081728,,,,IMAC,IMAC,IMAC,,IMAC
1006016327235055616,,,,IMAC,IMAC,IMAC,,IMAC
1013455113342672896,,,,IMAC,IMAC,IMAC,,IMAC
1013491221992558592,,,,IMAC,IMAC,IMAC,,IMAC
1013494712840413184,,,,IMAC,IMAC,IMAC,,IMAC
1013518579520557056,,,,IMAC,IMAC,IMAC,,IMAC
1013520419343781889,,,,IMAC,IMAC,IMAC,,IMAC
1013527801956315136,,,,IMAC,IMAC,IMAC,,IMAC
1013530195637268480,,,,IMAC,IMAC,IMAC,,IMAC
1013530509496979456,,,,IMAC,IMAC,IMAC,,IMAC
1013532123116994561,,,,IMAC,IMAC,IMAC,,IMAC
1013908889312681984,,,,IMAC,IMAC,IMAC,,IMAC
1014058760413810690,,,,IMAC,IMAC,IMAC,,IMAC
1014074842168090624,,,,IMAC,IMAC,IMAC,,IMAC
1014081315774304256,,,,IMAC,IMAC,IMAC,,IMAC
1014081328772517889,,,,IMAC,IMAC,IMAC,,IMAC
1014088919791517698,,,,IMAC,IMAC,IMAC,,IMAC
1014133243803721728,,,,IMAC,IMAC,IMAC,,IMAC
1014134161907568641,,,,IMAC,IMAC,IMAC,,IMAC
1014140720066826244,,,,IMAC,IMAC,IMAC,,IMAC
1014145658113097729,,,,IMAC,IMAC,IMAC,,IMAC
1014146750049685505,,,,IMAC,IMAC,IMAC,,IMAC
1014146510726914048,,,,IMAC,IMAC,IMAC,,IMAC
1014149610217058304,,,,IMAC,IMAC,IMAC,,IMAC
1014151580323467266,,,,IMAC,IMAC,IMAC,,IMAC
1014154347914067968,,,,IMAC,IMAC,IMAC,,IMAC
1014154781651333120,,,,IMAC,IMAC,IMAC,,IMAC
1014158843306299392,,,,IMAC,IMAC,IMAC,,IMAC
1014159088408768512,,,,IMAC,IMAC,IMAC,,IMAC
1014161895031369729,,,,IMAC,IMAC,IMAC,,IMAC
1014169808462602243,,,,IMAC,IMAC,IMAC,,IMAC
1014172923786035200,,,,IMAC,IMAC,IMAC,,IMAC
1014173276153810946,,,,IMAC,IMAC,IMAC,,IMAC
1014173791034003457,,,,IMAC,IMAC,IMAC,,IMAC
1014174063290408963,,,,IMAC,IMAC,IMAC,,IMAC
1014175706161377280,,,,IMAC,IMAC,IMAC,,IMAC
1014176553478041601,,,,IMAC,IMAC,IMAC,,IMAC
1014179741606146048,,,,IMAC,IMAC,IMAC,,IMAC
1014180951054782465,,,,IMAC,IMAC,IMAC,,IMAC
1014183968378380289,,,,IMAC,IMAC,IMAC,,IMAC
1014184111811031041,,,,IMAC,IMAC,IMAC,,IMAC
1014184245298941957,,,,IMAC,IMAC,IMAC,,IMAC
1014184403600334848,,,,IMAC,IMAC,IMAC,,IMAC
1014184525709135874,,,,IMAC,IMAC,IMAC,,IMAC
1014185203596701696,,,,IMAC,IMAC,IMAC,,IMAC
1014184705250549762,,,,IMAC,IMAC,IMAC,,IMAC
1014185156314370048,,,,IMAC,IMAC,IMAC,,IMAC
1014185462699839488,,,,IMAC,IMAC,IMAC,,IMAC
1014185607340453889,,,,IMAC,IMAC,IMAC,,IMAC
1014185768502415360,,,,IMAC,IMAC,IMAC,,IMAC
1014185927114133504,,,,IMAC,IMAC,IMAC,,IMAC
1014186075533791235,,,,IMAC,IMAC,IMAC,,IMAC
1014186254932545545,,,,IMAC,IMAC,IMAC,,IMAC
1014186415146618880,,,,IMAC,IMAC,IMAC,,IMAC
1014186578351140866,,,,IMAC,IMAC,IMAC,,IMAC
1014186744802107392,,,,IMAC,IMAC,IMAC,,IMAC
1014191975396970497,,,,IMAC,IMAC,IMAC,,IMAC
1014194323456495617,,,,IMAC,IMAC,IMAC,,IMAC
1014196300513009666,,,,IMAC,IMAC,IMAC,,IMAC
1014204880972664833,,,,IMAC,IMAC,IMAC,,IMAC
1014207147792461824,,,,IMAC,IMAC,IMAC,,IMAC
1014223582828916736,,,,IMAC,IMAC,IMAC,,IMAC
1014562192723730434,,,,IMAC,IMAC,IMAC,,IMAC
1014569779317936129,,,,IMAC,IMAC,IMAC,,IMAC
1014906770140028928,,,,IMAC,IMAC,IMAC,,IMAC
1015284491001180160,,,,IMAC,IMAC,IRNE,,IMAC
1015284919474548737,,,,IMAC,IMAC,IRNE,,IMAC
1033112413867073537,,,,IMAC,IMAC,IMAC,,IMAC
1033121666665041920,,,,IMAC,IMAC,IMAC,,IMAC
1033430175734812672,,,,IMAC,IMAC,IMAC,,IMAC
1033430391368179714,,,,IMAC,IMAC,IMAC,,IMAC
1033440369655066625,,,,IMAC,IMAC,IMAC,,IMAC
1033440774271246337,,,,IMAC,IMAC,IMAC,,IMAC
1034883026285678592,,,,IMAC,IMAC,IMAC,,IMAC
1034884343779471362,,,,IMAC,IMAC,IMAC,,IMAC
1034906207855824896,,,,IMAC,IMAC,IMAC,,IMAC
1034906831536246802,,,,IMAC,IMAC,IMAC,,IMAC
1034908740858925056,,,,IMAC,IMAC,IMAC,,IMAC
1036354293941579783,,,,IMAC,IMAC,IMAC,,IMAC
1036543426177708032,,,,IMAC,IMAC,IMAC,,IMAC
1036589181646987265,,,,IMAC,IMAC,IMAC,,IMAC
1036592640630960132,,,,IMAC,IMAC,IMAC,,IMAC
1036608171765190657,,,,IMAC,IMAC,IMAC,,IMAC
1036619221365649409,,,,IMAC,IMAC,IMAC,,IMAC
1036639305807159296,,,,IMAC,IMAC,IMAC,,IMAC
1036643234678808577,,,,IMAC,IMAC,IMAC,,IMAC
1036660100176465921,,,,IMAC,IMAC,IMAC,,IMAC
1036662641102606337,,,,IMAC,IMAC,IMAC,,IMAC
1037079958726893568,,,,IMAC,IMAC,IMAC,,IMAC
1037082829748879365,,,,IMAC,IMAC,IMAC,,IMAC
1037277435635687425,,,,IMAC,IMAC,IMAC,,IMAC
1037277609770602496,,,,IMAC,IMAC,IMAC,,IMAC
1037279982496755713,,,,IMAC,IMAC,IMAC,,IMAC
1037291437262622722,,,,IMAC,IMAC,IMAC,,IMAC
1037292825803677697,,,,IMAC,IMAC,IMAC,,IMAC
1037300567587086336,,,,IMAC,IMAC,IMAC,,IMAC
1037313771834880000,,,,IMAC,IMAC,IMAC,,IMAC
1037328985603170305,,,,IMAC,IMAC,IMAC,,IMAC
1037330092299636736,,,,IMAC,IMAC,IMAC,,IMAC
1037331942520377344,,,,IMAC,IMAC,IMAC,,IMAC
1037340020024270850,,,,IMAC,IMAC,IMAC,,IMAC
1037340218993664001,,,,IMAC,IMAC,IMAC,,IMAC
1037341767421571072,,,,IMAC,IMAC,IMAC,,IMAC
1037341288197222402,,,,IMAC,IMAC,IMAC,,IMAC
1037342305957687296,,,,IMAC,IMAC,IMAC,,IMAC
1037341793866665988,,,,IMAC,IMAC,IMAC,,IMAC
1037344120623296514,,,,IMAC,IMAC,IMAC,,IMAC
1037344640448512000,,,,IMAC,IMAC,IMAC,,IMAC
1037357476969160704,,,,IMAC,IMAC,IMAC,,IMAC
1037364021865803777,,,,IMAC,IMAC,IMAC,,IMAC
1037363905729912833,,,,IMAC,IMAC,IMAC,,IMAC
1037366856653451264,,,,IMAC,IMAC,IMAC,,IMAC
1037367862451728384,,,,IMAC,IMAC,IMAC,,IMAC
1037379154835070977,,,,IMAC,IMAC,IMAC,,IMAC
1037382993994600448,,,,IMAC,IMAC,IMAC,,IMAC
1037396062334582786,,,,IMAC,IMAC,IMAC,,IMAC
1037417333227184129,,,,IMAC,IMAC,IMAC,,IMAC
1037419595102121984,,,,IMAC,IMAC,IMAC,,IMAC
1037430923703320577,,,,IMAC,IMAC,IMAC,,IMAC
1037491747222417408,,,,IMAC,IMAC,IMAC,,IMAC
1038519826128531459,,,,IMAC,IRNE,IMAC,,IMAC
1038530412002177024,,,,IMAC,IMAC,IMAC,,IMAC
1038747150581223424,,,,IMAC,IMAC,IMAC,,IMAC
1038761289466748929,,,,IMAC,IMAC,IMAC,,IMAC
1038761184227459075,,,,IMAC,IMAC,IMAC,,IMAC
1038761271955533824,,,,IMAC,IMAC,IMAC,,IMAC
1038761236798824449,,,,IMAC,IMAC,IMAC,,IMAC
1039552737921445888,,,,IMAC,IMAC,IMAC,,IMAC
1039555968839892993,,,,IMAC,IMAC,IMAC,,IMAC
1039554354146144257,,,,IMAC,IMAC,IMAC,,IMAC
1039567049448718337,,,,IMAC,IMAC,IMAC,,IMAC
1039570577781080066,,,,IMAC,IMAC,IMAC,,IMAC
1039589663638478848,,,,IMAC,IMAC,IMAC,,IMAC
1039601486634860546,,,,IMAC,IMAC,IMAC,,IMAC
1040578461046329350,,,,IMAC,IMAC,IMAC,,IMAC
1040579992411881474,,,,IMAC,IMAC,IMAC,,IMAC
1040579901353603072,,,,IMAC,IMAC,IMAC,,IMAC
1040582927762042880,,,,IMAC,IMAC,IMAC,,IMAC
1040589733968203776,,,,IMAC,IMAC,IMAC,,IMAC
1040595658938343425,,,,IMAC,IMAC,IMAC,,IMAC
1040601861810802688,,,,IMAC,IMAC,IMAC,,IMAC
1040613690075242496,,,,IMAC,IMAC,IMAC,,IMAC
1040645526994251776,,,,IMAC,IMAC,IMAC,,IMAC
1040696639357366272,,,,IMAC,IMAC,IMAC,,IMAC
1040968153591889920,,,,IMAC,IMAC,IMAC,,IMAC
1040975431489466369,,,,IMAC,IMAC,IMAC,,IMAC
1040976494032506881,,,,IMAC,IMAC,IMAC,,IMAC
1040988823054823424,,,,IMAC,IMAC,IMAC,,IMAC
1040989031725768706,,,,IMAC,IMAC,IMAC,,IMAC
1040990399798566914,,,,IMAC,IMAC,IMAC,,IMAC
1040995247260676097,,,,IMAC,IMAC,IMAC,,IMAC
1041015411708506114,,,,IMAC,IMAC,IMAC,,IMAC
1041015547960483840,,,,IMAC,IMAC,IMAC,,IMAC
1041019868089397248,,,,IMAC,IMAC,IMAC,,IMAC
1041029964248883200,,,,IMAC,IRNE,IMAC,,IMAC
1041032408206913537,,,,IMAC,IMAC,IMAC,,IMAC
1041078459777409024,,,,IMAC,IMAC,IMAC,,IMAC
1041212616104927233,,,,IMAC,IMAC,IMAC,,IMAC
1041213324808151040,,,,IMAC,IMAC,IMAC,,IMAC
1041216890482221057,,,,IMAC,IMAC,IMAC,,IMAC
1041221541730635783,,,,IMAC,IMAC,IMAC,,IMAC
1041220590710018048,,,,IMAC,IMAC,IMAC,,IMAC
1041221725805920257,,,,IMAC,IMAC,IMAC,,IMAC
1041223211021725696,,,,IMAC,IMAC,IMAC,,IMAC
1041223587397623808,,,,IMAC,IMAC,IMAC,,IMAC
1041225397063565312,,,,IMAC,IMAC,IMAC,,IMAC
1041226518947659776,,,,IMAC,IMAC,IMAC,,IMAC
1041227976212447232,,,,IMAC,IMAC,IMAC,,IMAC
1041228075671986176,,,,IMAC,IMAC,IMAC,,IMAC
1041228347509010432,,,,IMAC,IMAC,IMAC,,IMAC
1041228479180824577,,,,IMAC,IMAC,IMAC,,IMAC
1041229745130819584,,,,IMAC,IMAC,IMAC,,IMAC
1041229951733833730,,,,IMAC,IMAC,IMAC,,IMAC
1041231509561241600,,,,IMAC,IMAC,IMAC,,IMAC
1041232537975250944,,,,IMAC,IMAC,IMAC,,IMAC
1041233358091636736,,,,IMAC,IMAC,IMAC,,IMAC
1041233477658652672,,,,IMAC,IMAC,IMAC,,IMAC
1041233525079527424,,,,IMAC,IMAC,IMAC,,IMAC
1041233909491687425,,,,IMAC,IMAC,IMAC,,IMAC
1041236395652784128,,,,IMAC,IMAC,IMAC,,IMAC
1041237755462930437,,,,IMAC,IMAC,IMAC,,IMAC
1041238027962658816,,,,IMAC,IMAC,IMAC,,IMAC
1041238243998662657,,,,IMAC,IMAC,IMAC,,IMAC
1041239606371516416,,,,IMAC,IMAC,IMAC,,IMAC
1041241024960638976,,,,IMAC,IMAC,IMAC,,IMAC
1041241525655691264,,,,IMAC,IMAC,IMAC,,IMAC
1041241813523279873,,,,IMAC,IMAC,IMAC,,IMAC
1041246551694356480,,,,IMAC,IMAC,IMAC,,IMAC
1041245560605425664,,,,IMAC,IMAC,IMAC,,IMAC
1041246821786546176,,,,IMAC,IMAC,IMAC,,IMAC
1041249011724955648,,,,IMAC,IMAC,IMAC,,IMAC
1041252720169115648,,,,IMAC,IMAC,IMAC,,IMAC
1041258810399178754,,,,IMAC,IMAC,IMAC,,IMAC
1041260452435701761,,,,IMAC,IMAC,IMAC,,IMAC
1041261508733353984,,,,IMAC,IMAC,IMAC,,IMAC
1041266853157523456,,,,IMAC,IMAC,IMAC,,IMAC
1041265200081588224,,,,IMAC,IMAC,IMAC,,IMAC
1041268781992108032,,,,IMAC,IMAC,IMAC,,IMAC
1041270972114984961,,,,IMAC,IMAC,IMAC,,IMAC
1041271681833041923,,,,IMAC,IMAC,IMAC,,IMAC
1041275382757052418,,,,IMAC,IMAC,IMAC,,IMAC
1041280538663940097,,,,IMAC,IMAC,IMAC,,IMAC
1041285746995421185,,,,IMAC,IMAC,IMAC,,IMAC
1041288096434868224,,,,IMAC,IMAC,IMAC,,IMAC
1041290645699264512,,,,IMAC,IMAC,IMAC,,IMAC
1041291504814309376,,,,IMAC,IMAC,IMAC,,IMAC
1041296990963941376,,,,IMAC,IMAC,IMAC,,IMAC
1041307114533138433,,,,IMAC,IMAC,IMAC,,IMAC
1041312049798635520,,,,IMAC,IMAC,IMAC,,IMAC
1041312474601943040,,,,IMAC,IMAC,IMAC,,IMAC
1041315057303543808,,,,IMAC,IMAC,IMAC,,IMAC
1041315803541364737,,,,IMAC,IMAC,IMAC,,IMAC
1041320192222142464,,,,IMAC,IMAC,IMAC,,IMAC
1041320134487560192,,,,IMAC,IMAC,IMAC,,IMAC
1041320221372567552,,,,IMAC,IMAC,IMAC,,IMAC
1041320425349885953,,,,IMAC,IMAC,IMAC,,IMAC
1041328226256211968,,,,IMAC,IMAC,IMAC,,IMAC
1041337114682683392,,,,IMAC,IMAC,IMAC,,IMAC
1041337477418631169,,,,IMAC,IMAC,IMAC,,IMAC
1041356103093772288,,,,IMAC,IMAC,IMAC,,IMAC
1041356557236293632,,,,IMAC,IMAC,IMAC,,IMAC
1041364314849005568,,,,IMAC,IMAC,IMAC,,IMAC
1041364062783844352,,,,IMAC,IMAC,IMAC,,IMAC
1041374157253042176,,,,IMAC,IMAC,IMAC,,IMAC
1041372873166909440,,,,IMAC,IMAC,IMAC,,IMAC
1041380224515141632,,,,IMAC,IMAC,IMAC,,IMAC
1041383924281339904,,,,IMAC,IMAC,IMAC,,IMAC
1041384168947625987,,,,IMAC,IMAC,IMAC,,IMAC
1041384487765110784,,,,IMAC,IMAC,IMAC,,IMAC
1041384393879814144,,,,IMAC,IMAC,IMAC,,IMAC
1041384225197514753,,,,IMAC,IMAC,IMAC,,IMAC
1041384668371865600,,,,IMAC,IMAC,IMAC,,IMAC
1041387206043230208,,,,IMAC,IMAC,IMAC,,IMAC
1041388683142877184,,,,IMAC,IMAC,IMAC,,IMAC
1041389037267968007,,,,IMAC,IMAC,IMAC,,IMAC
1041389564542287872,,,,IMAC,IMAC,IMAC,,IMAC
1041390174180175874,,,,IMAC,IMAC,IMAC,,IMAC
1041392184199733254,,,,IMAC,IMAC,IMAC,,IMAC
1041392328869650432,,,,IMAC,IMAC,IMAC,,IMAC
1041392737474494471,,,,IMAC,IMAC,IMAC,,IMAC
1041392778234802177,,,,IMAC,IMAC,IMAC,,IMAC
1041396998837100545,,,,IMAC,IMAC,IMAC,,IMAC
1041402855335358464,,,,IMAC,IMAC,IMAC,,IMAC
1041410220721954816,,,,IMAC,IMAC,IMAC,,IMAC
1041427000496467969,,,,IMAC,IMAC,IMAC,,IMAC
1041456942923833350,,,,IMAC,IMAC,IMAC,,IMAC
1041514074142593024,,,,IMAC,IMAC,IMAC,,IMAC
1042073898056081408,,,,IMAC,IMAC,IMAC,,IMAC
1042074395060133889,,,,IMAC,IMAC,IMAC,,IMAC
1042092105978535936,,,,IMAC,IMAC,IMAC,,IMAC
1042427197225664512,,,,IMAC,IMAC,IMAC,,IMAC
1042461283575111682,,,,IMAC,IMAC,IMAC,,IMAC
1043564990865788928,,,,IMAC,IMAC,IMAC,,IMAC
1043567215495323648,,,,IMAC,IMAC,IMAC,,IMAC
1043568974485762051,,,,IMAC,IMAC,IMAC,,IMAC
1043582076707131393,,,,IMAC,IMAC,IMAC,,IMAC
1043601719349993479,,,,IMAC,IMAC,IMAC,,IMAC
1043895678416691202,,,,IRNE,IMAC,IMAC,,IMAC
1044617526972301312,,,,IMAC,IMAC,IMAC,,IMAC
1044821069192990720,,,,IRNE,IMAC,IRNE,,IRNE
1044873463331278849,,,,IMAC,IMAC,IMAC,,IMAC
1044880483434287104,,,,IMAC,IMAC,IMAC,,IMAC
1044881593016483840,,,,IMAC,IMAC,IMAC,,IMAC
1044898639905079298,,,,IMAC,IMAC,IMAC,,IMAC
1044932148564828160,,,,IMAC,IMAC,IMAC,,IMAC
1044938402032902145,,,,IMAC,IMAC,IMAC,,IMAC
1044948082318807040,,,,IMAC,IMAC,IMAC,,IMAC
1045032607333994496,,,,IMAC,IMAC,IMAC,,IMAC
1045035656777478145,,,,IMAC,IRNE,IMAC,,IMAC
1045036447114219520,,,,IMAC,IMAC,IMAC,,IMAC
1045036435722518529,,,,IMAC,IMAC,IMAC,,IMAC
1045042044752678912,,,,IMAC,IMAC,IMAC,,IMAC
1045080117205241860,,,,IRNE,IRNE,IRNE,,IRNE
1045360467206639617,,,,IMAC,IMAC,IMAC,,IMAC
1045369397400010753,,,,IMAC,IMAC,IMAC,,IMAC
1045369351988109313,,,,IMAC,IMAC,IMAC,,IMAC
1045739623618678784,,,,IMAC,IMAC,IMAC,,IMAC
1045630990855667712,,,,IMAC,IMAC,IMAC,,IMAC
1045729301843398658,,,,IMAC,IMAC,IMAC,,IMAC
1046053108588138497,,,,IRNE,IRNE,IRNE,,IRNE
1046405565541502976,,,,IMAC,IMAC,IMAC,,IMAC
1046460103354920960,,,,IMAC,IRNE,IMAC,,IMAC
969281245866872833,,,,IRNE,IRNE,IMAC,,IRNE
970488456727224320,,,,IRNE,IRNE,IRNE,,IRNE
979330065325543426,,,,IRNE,IMAC,IMAC,,IMAC
979589385690677248,,,,IRNE,IRNE,IRNE,,IRNE
979721576181583872,,,,IRNE,IRNE,IRNE,,IRNE
979806601459707905,,,,IRNE,IRNE,IRNE,,IRNE
980322800517943297,,,,IRNE,IRNE,IRNE,,IRNE
980427423165624320,,,,IRNE,IRNE,IMAC,,IRNE
980433459440168960,,,,IRNE,IMAC,IRNE,,IRNE
981497261191548929,,,,IRNE,IRNE,IRNE,,IRNE
983474135039922181,,,,IRNE,IRNE,IRNE,,IRNE
994551218306539520,,,,IRNE,IRNE,IRNE,,IRNE
994944172900667392,,,,IMAC,IRNE,IMAC,,IMAC
995409722428809218,,,,IRNE,IRNE,IRNE,,IRNE
998328844187852801,,,,IRNE,IMAC,IRNE,,IRNE
998936036452511744,,,,IRNE,IRNE,IRNE,,IRNE
1000577945134649345,,,,IRNE,IRNE,IRNE,,IRNE
1000604382759546880,,,,IRNE,IRNE,IRNE,,IRNE
1000775031893430272,,,,IRNE,IMAC,IRNE,,IRNE
1001427287294791680,,,,IRNE,IRNE,IRNE,,IRNE
1003374920783548416,,,,IRNE,IRNE,IRNE,,IRNE
1038214171152838656,,,,IRNE,IRNE,IRNE,,IRNE
1042405536841519107,,,,IRNE,IRNE,IRNE,,IRNE
1042418225215164419,,,,IRNE,IRNE,IRNE,,IRNE
1045750936302481408,,,,IRNE,IRNE,IRNE,,IRNE
1043854681183834114,,,,IRNE,IRNE,IRNE,,IRNE
1042263646582267904,,,,IRNE,IRNE,IRNE,,IRNE
992027813644562433,,,,IRNE,IRNE,IRNE,,IRNE
981954115176714247,,,,IRNE,IRNE,IRNE,,IRNE
1005912242016215040,,,,IRNE,IRNE,IRNE,,IRNE
993757428931026945,,,,IRNE,IRNE,IRNE,,IRNE
999775425051099137,,,,IRNE,IRNE,IRNE,,IRNE
1038851720619741184,,,,IRNE,IRNE,IRNE,,IRNE
1000460777306886147,,,,IRNE,IRNE,IRNE,,IRNE
1042214271323725824,,,,IRNE,IRNE,IRNE,,IRNE
1042140255720296448,,,,IRNE,IRNE,IRNE,,IRNE
1014901724627136512,,,,IRNE,IRNE,IRNE,,IRNE
1046389833260838912,,,,IRNE,IRNE,IRNE,,IRNE
1044714346742525954,,,,IRNE,IRNE,IRNE,,IRNE
999054295055110144,,,,IRNE,IRNE,IRNE,,IRNE
1038752768306102272,,,,IRNE,IRNE,IRNE,,IRNE
981615600165376001,,,,IRNE,IRNE,IRNE,,IRNE
1014072208640135168,,,,IRNE,IRNE,IRNE,,IRNE
1045646109593554944,,,,IRNE,IRNE,IRNE,,IRNE
1035205621509963776,,,,IRNE,IRNE,IRNE,,IRNE
970358231787749377,,,,IRNE,IRNE,IRNE,,IRNE
1042095592191737856,,,,IRNE,IRNE,IRNE,,IRNE
1041299623602778112,,,,IRNE,IRNE,IRNE,,IRNE
1038459341161017344,,,,IRNE,IRNE,IRNE,,IRNE
1045071404054564864,,,,IRNE,IRNE,IRNE,,IRNE
1036623923142709253,,,,IRNE,IRNE,IRNE,,IRNE
998200806842273793,,,,IRNE,IRNE,IRNE,,IRNE
989786945646682112,,,,IRNE,IRNE,IRNE,,IRNE
1003166953240956928,,,,IRNE,IRNE,IRNE,,IRNE
1001950576802975745,,,,IRNE,IRNE,IRNE,,IRNE
1040713111538294784,,,,IRNE,IRNE,IRNE,,IRNE
1037269298274811904,,,,IRNE,IRNE,IRNE,,IRNE
1040676140661334018,,,,IRNE,IRNE,IRNE,,IRNE
1036667296872321025,,,,IRNE,IRNE,IRNE,,IRNE
1044929853143887872,,,,IRNE,IRNE,IRNE,,IRNE
998642167580188672,,,,IRNE,IRNE,IRNE,,IRNE
979373106887348226,,,,IRNE,IRNE,IRNE,,IRNE
988839497046609927,,,,IRNE,IRNE,IRNE,,IRNE
996025885215088640,,,,IRNE,IRNE,IRNE,,IRNE
991233981608812544,,,,IRNE,IRNE,IRNE,,IRNE
1046496565609811972,,,,IRNE,IRNE,IRNE,,IRNE
1043854851124416520,,,,IRNE,IRNE,IRNE,,IRNE
970403957813194754,,,,IRNE,IRNE,IRNE,,IRNE
1046500627394842626,,,,IRNE,IRNE,IRNE,,IRNE
1031288467748265987,,,,IRNE,IRNE,IRNE,,IRNE
999121164722147335,,,,IRNE,IRNE,IRNE,,IRNE
1000090722119421954,,,,IRNE,IRNE,IRNE,,IRNE
994583247953817600,,,,IRNE,IRNE,IRNE,,IRNE
998691711433039872,,,,IRNE,IRNE,IRNE,,IRNE
1046137838369210368,,,,IRNE,IRNE,IRNE,,IRNE
1033129070400352256,,,,IRNE,IRNE,IRNE,,IRNE
1013884967217238017,,,,IRNE,IRNE,IRNE,,IRNE
1038512709875232768,,,,IRNE,IRNE,IRNE,,IRNE
1044620601099472898,,,,IRNE,IRNE,IRNE,,IRNE
1037651593565544448,,,,IRNE,IRNE,IRNE,,IRNE
991681003600207872,,,,IRNE,IRNE,IRNE,,IRNE
1043569649751937024,,,,IRNE,IRNE,IRNE,,IRNE
991048015791214592,,,,IRNE,IRNE,IRNE,,IRNE
1043864218368462850,,,,IRNE,IRNE,IRNE,,IRNE
1046489364304408579,,,,IRNE,IRNE,IRNE,,IRNE
1038759066196160512,,,,IRNE,IRNE,IRNE,,IRNE
1045001079300255744,,,,IRNE,IRNE,IRNE,,IRNE
994255633049444352,,,,IRNE,IRNE,IRNE,,IRNE
1005905149372649481,,,,IRNE,IRNE,IRNE,,IRNE
1013850032011927554,,,,IRNE,IRNE,IRNE,,IRNE
1005922294663991298,,,,IRNE,IRNE,IRNE,,IRNE
1046413080295559168,,,,IRNE,IRNE,IRNE,,IRNE
993537977769971712,,,,IRNE,IRNE,IRNE,,IRNE
1036348056499838982,,,,IRNE,IRNE,IRNE,,IRNE
1044618972354805760,,,,IRNE,IRNE,IRNE,,IRNE
999837192108331008,,,,IRNE,IRNE,IRNE,,IRNE
1013514052943974401,,,,IRNE,IRNE,IRNE,,IRNE
1042408329614696448,,,,IRNE,IRNE,IRNE,,IRNE
1037387484743786497,,,,IRNE,IRNE,IRNE,,IRNE
999791833474531328,,,,IRNE,IRNE,IRNE,,IRNE
983494827605098496,,,,IRNE,IRNE,IRNE,,IRNE
995607081242710016,,,,IRNE,IRNE,IRNE,,IRNE
1013848560863981569,,,,IRNE,IRNE,IRNE,,IRNE
995293632482697216,,,,IRNE,IRNE,IRNE,,IRNE
1037656425366003712,,,,IRNE,IRNE,IRNE,,IRNE
1046135537982148610,,,,IRNE,IRNE,IRNE,,IRNE
991231196670685190,,,,IMAC,IMAC,IMAC,,IMAC
1037672300789858304,,,,IRNE,IRNE,IRNE,,IRNE
1041231917469847552,,,,IMAC,IMAC,IMAC,,IMAC
1014185324707241987,,,,IMAC,IMAC,IMAC,,IMAC
999732885035868161,,,,IMAC,IMAC,IMAC,,IMAC
1041319990903889920,,,,IMAC,IMAC,IMAC,,IMAC
1041228261194383360,,,,IMAC,IMAC,IMAC,,IMAC
988399691401498627,,,,IMAC,IRNE,IMAC,,IMAC
979449414698831873,,,,IMAC,IMAC,IRNE,,IMAC
1014543832380334080,,,,IMAC,IRNE,IMAC,,IMAC
1000435464313233408,,,,IMAC,IMAC,IMAC,,IMAC
1039521686846984192,,,,IMAC,IMAC,IMAC,,IMAC
1005473398095597570,,,,IMAC,IMAC,IMAC,,IMAC
970109728574660609,,,,IMAC,IMAC,IMAC,,IMAC
980464762411671554,,,,IMAC,IMAC,IMAC,,IMAC
989925222886363137,,,,IRNE,IRNE,IRNE,,IRNE
1037303764905091072,,,,IMAC,IMAC,IMAC,,IMAC
1000341024399478785,,,,IMAC,IMAC,IMAC,,IMAC
969261894769917952,,,,IRNE,IMAC,IRNE,,IRNE
1038888076385439751,,,,IRNE,IRNE,IRNE,,IRNE
1042147407465795584,,,,IRNE,IRNE,IMAC,,IRNE
1045035938164953089,,,,IMAC,IMAC,IMAC,,IMAC
994972632679370753,,,,IRNE,IRNE,IRNE,,IRNE
1044879452512161795,,,,IMAC,IMAC,IMAC,,IMAC
979325394921967616,,,,IMAC,IMAC,IMAC,,IMAC
995610836424167424,,,,IMAC,IMAC,IMAC,,IMAC
999746293441409025,,,,IMAC,IMAC,IMAC,,IMAC
998329022005305344,,,,IMAC,IMAC,IMAC,,IMAC
997471483873120258,,,,IMAC,IMAC,IMAC,,IMAC
1034896360280150018,,,,IMAC,IMAC,IMAC,,IMAC
989122196042846208,,,,IMAC,IMAC,IMAC,,IMAC
998874727128223744,,,,IMAC,IMAC,IMAC,,IMAC
