,,,Annotator1,,,Annotator2,,,Annotator3,,,Annotator Labels,,,,Labels Replacement,,,,
988901889424142337,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1036709495257350144,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044667594014429184,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045885580352126981,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1041259389859110912,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
988412667508547584,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001461654108950528,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1039528082431008768,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
981901035148054528,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
993578188210102272,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1044888201549221889,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1001618476992270336,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
998688439489966085,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1045716219570073601,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
969228616868515840,,,IM,AC,,IM,AC,,IM,FL,,IMAC,IMAC,IMFL,,IMAC,IMAC,IMFL,,IMAC
969255743412195328,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
969970579586633730,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
969977171954622464,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970254343650926593,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970263972476805120,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970278968590061568,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970286966167175169,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970291472372322304,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970314214068969472,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970317620099665920,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970321845009436673,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970357000050757633,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970368176662990848,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970331744946851840,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970370999328952321,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
977837098320433152,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
978152762201518080,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979050791368626176,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979315160299995137,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979320918374744065,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979330571376701441,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979379946543042560,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979413876944064513,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979410127332823043,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979518600435429376,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979830999357050881,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979828534054150144,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979833652149391360,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
980415698290790400,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
981531388619952128,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
981882583914106881,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
981996381954105345,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
982167365801529345,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
983142493104627712,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
983374214785830912,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
983483445765521408,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
983508525862281216,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
983628258645299200,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
987913110894858240,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988115132323651586,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988140823148662784,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988143152405065731,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
988414511827836928,,,IM,AC,,IM,AC,,IM,DS,,IMAC,IMAC,IMDS,,IMAC,IMAC,IMDS,,IMAC
988415127543271424,,,IM,AC,,IM,AC,,IM,DS,,IMAC,IMAC,IMDS,,IMAC,IMAC,IMDS,,IMAC
988432847827623936,,,IM,AC,,IM,AC,,IM,DS,,IMAC,IMAC,IMDS,,IMAC,IMAC,IMDS,,IMAC
988433161393725440,,,IM,AC,,IM,AC,,IM,DS,,IMAC,IMAC,IMDS,,IMAC,IMAC,IMDS,,IMAC
989142749826945024,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
989182226045849600,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
989829045734002688,,,IM,AC,,IM,AC,,IR,NE,,IMAC,IMAC,IRNE,,IMAC,IMAC,IRNE,,IMAC
990054260510547968,,,IM,FL,,IM,AC,,IM,AC,,IMFL,IMAC,IMAC,,IMFL,IMAC,IMAC,,IMAC
990530617547911169,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
991181406440251393,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
991052918580269057,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
991186926974722048,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
991245390530973696,,,IM,AC,,IM,AC,,HI,AC,,IMAC,IMAC,HIAC,,IMAC,IMAC,IRNE,,IMAC
992015407115571202,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
992065330250960896,,,IM,AC,,IR,NE,,HI,AC,,IMAC,IRNE,HIAC,,IMAC,IRNE,IRNE,,IRNE
992419226760679424,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
992419605518970881,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
992424977084436481,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993729031819415552,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993797293999566850,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993806547288457216,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993810906177003520,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993808647443673088,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993839375963295746,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993874652119404545,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
993882244413644800,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995419092923310081,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995615528407400448,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995673016028692480,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995690653534351366,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995762465056096256,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
995774200672673792,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
996122753425203201,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
996112843924787201,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
996124454500564992,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997462232089989120,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997945437058412544,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997944843040186369,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997972248685416448,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
997980218529730560,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998268765208014848,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998458740092362753,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998478771639541760,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
998779564401754112,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999389483823976448,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999392673541820421,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
999936198469734401,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1000137571492618240,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1000138522815336450,,,IR,NE,,IR,NE,,IM,AC,,IRNE,IRNE,IMAC,,IRNE,IRNE,IMAC,,IRNE
1000801031373119488,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001493128396902400,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001469776634531840,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001550628534005760,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1001960539281641474,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1003170001543720962,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1003235638001504257,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005319225404215296,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005341543488720896,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005395055220285441,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1005443899022807040,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
1006002076495667201,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1006333814069694466,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1013522797086281728,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1013524485411090432,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1013841266688385024,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014089949329739777,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014149084758839298,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014147135598718983,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014147825901416450,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014163044606230528,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014163079943221248,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014179660031254529,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014180317723283456,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014215201393127425,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1014570184835829760,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1033133921502932997,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1033438416233529345,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1034907023631110144,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1034933397968379907,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1036565973787193344,,,IR,NE,,IR,NE,,HI,AC,,IRNE,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
1036575318902026241,,,IR,NE,,IR,NE,,HI,AC,,IRNE,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
1036599613476757505,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1036576506233925632,,,IR,NE,,IR,NE,,HI,AC,,IRNE,IRNE,HIAC,,IRNE,IRNE,IRNE,,IRNE
1036606722587148289,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037341882689433600,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037341927044198401,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037340047341694976,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037365642431737856,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037368545179578368,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037420676326600705,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1037482898142781440,,,IR,NE,,IR,NE,,IR,NE,,IRNE,IRNE,IRNE,,IRNE,IRNE,IRNE,,IRNE
1038738755643994112,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1038858569016373249,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1040581818066640896,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041007485941760005,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041227311352344576,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041227086407630848,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041228490283130880,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041230604552077312,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041233390085840896,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041235556544466944,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041235678133141504,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041236988911869952,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041238086703886337,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041240334007775232,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041241305169444864,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041241885942145024,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041242566728007681,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041248845206679552,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041304610877661184,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041320080745873408,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041349758508515328,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041356431063240709,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041495535327367170,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1041496138657026048,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1042043859365179392,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1044683548479885314,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045061700255436807,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045368089376780289,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
1045621745892380673,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
969262193169588224,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
969242482121826304,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
969264000276996096,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
969284261672038400,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
969369196420390913,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970570544071495683,,,IM,AC,,IM,AC,,IR,NE,,IMAC,IMAC,IRNE,,IMAC,IMAC,IRNE,,IMAC
970610241846087681,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970729102830383106,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970687529044324352,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970632378984091650,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
970625371900207105,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
977840956941750272,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
977908814233169920,,,IM,AC,,IM,AC,,IR,NE,,IMAC,IMAC,IRNE,,IMAC,IMAC,IRNE,,IMAC
977895878190161920,,,IM,AC,,IM,AC,,IR,NE,,IMAC,IMAC,IRNE,,IMAC,IMAC,IRNE,,IMAC
977909819305799681,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
977957297820495873,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
978244629224218624,,,IM,AC,,IM,AC,,IR,NE,,IMAC,IMAC,IRNE,,IMAC,IMAC,IRNE,,IMAC
979324597639307264,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979331933674131456,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979377590417920000,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979387007305764864,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979441059410345984,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979641826402553856,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
979849591423229952,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
980046870360805377,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
980050010770497537,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
980058196193800193,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
980036504826376192,,,IM,AC,,IR,NE,,IM,AC,,IMAC,IRNE,IMAC,,IMAC,IRNE,IMAC,,IMAC
980186599110692865,,,IM,AC,,IM,AC,,IM,AC,,IMAC,IMAC,IMAC,,IMAC,IMAC,IMAC,,IMAC
